Date,Open,High,Low,Close,Adj Close,Volume
1/17/2017,86,86,85.199997,85.199997,85.199997,88
1/18/2017,86.199997,86.25,85.550003,85.75,85.75,557
1/19/2017,85.849998,86,85.300003,85.599998,85.599998,330
1/20/2017,85.800003,85.849998,84.900002,85.199997,85.199997,153
1/23/2017,85,85.550003,85,85.199997,85.199997,148
1/24/2017,85.949997,86.099998,85.5,85.900002,85.900002,665
1/25/2017,85.5,87.599998,85.5,87.050003,87.050003,359
1/27/2017,87,88.150002,87,87.650002,87.650002,1760
1/30/2017,88,88.150002,87.599998,87.800003,87.800003,314
1/31/2017,87.900002,88.199997,86.650002,87.050003,87.050003,605
2/1/2017,87.400002,88.449997,86.800003,88.449997,88.449997,177
2/2/2017,88.449997,89.25,88.449997,89,89,550
2/3/2017,89,89.150002,88.5,88.5,88.5,545
2/6/2017,89,89.849998,89,89.800003,89.800003,564
2/7/2017,89,89.75,89,89,89,403
2/8/2017,89.599998,89.599998,89,89,89,53
2/9/2017,89.800003,89.800003,88.550003,88.849998,88.849998,268
2/10/2017,89.849998,89.849998,89.199997,89.199997,89.199997,119
2/13/2017,89.900002,89.900002,89.199997,89.349998,89.349998,88
2/14/2017,89.800003,89.800003,89.099998,89.449997,89.449997,291
2/15/2017,89.550003,89.550003,88.5,88.5,88.5,1933
2/16/2017,88.949997,89.050003,88.650002,88.949997,88.949997,111
2/17/2017,89,90.199997,89,89.949997,89.949997,404
2/20/2017,88,90.199997,88,90.050003,90.050003,370
2/21/2017,90,90.650002,90,90.050003,90.050003,198
2/22/2017,90.849998,91,90.75,90.800003,90.800003,549
2/23/2017,90,91.349998,90,90.699997,90.699997,554
2/27/2017,90.699997,91.150002,90.400002,90.400002,90.400002,251
2/28/2017,90.75,90.75,90.099998,90.25,90.25,416
3/1/2017,91,91,90.650002,90.949997,90.949997,221
3/2/2017,91,91.599998,90.300003,90.400002,90.400002,1577
3/3/2017,90.449997,90.449997,90,90.300003,90.300003,117
3/6/2017,90.599998,91.300003,90.599998,91,91,352
3/7/2017,91,91.300003,90.75,90.800003,90.800003,546
3/8/2017,90.900002,91.099998,90.400002,90.800003,90.800003,564
3/9/2017,90.949997,90.949997,90.449997,90.699997,90.699997,375
3/10/2017,91.099998,91.099998,90.800003,90.800003,90.800003,1112
3/14/2017,90.800003,92.599998,90.800003,92.300003,92.300003,2206
3/15/2017,92.300003,92.699997,92.300003,92.400002,92.400002,2748
3/16/2017,92.400002,93.349998,92.400002,93,93,5289
3/17/2017,93.400002,93.5,92.800003,92.849998,92.849998,30760
3/20/2017,92.699997,93.349998,92.550003,92.650002,92.650002,1546
3/21/2017,93.199997,93.25,92.400002,92.800003,92.800003,867
3/22/2017,92.5,92.5,91.699997,91.949997,91.949997,748
3/23/2017,91.949997,92.699997,91.949997,92.449997,92.449997,298
3/24/2017,92.449997,93.199997,92.449997,92.650002,92.650002,585
3/27/2017,92.300003,92.5,92.050003,92.199997,92.199997,549
3/28/2017,92.5,92.949997,92.400002,92.900002,92.900002,172
3/29/2017,92,94,89,93.099998,93.099998,412
3/30/2017,92.75,93.550003,92.75,93.199997,93.199997,299
3/31/2017,93.599998,93.599998,93.099998,93.599998,93.599998,774
4/3/2017,92.550003,94.150002,92.550003,94.150002,94.150002,347
4/5/2017,94.25,94.400002,94,94.25,94.25,104
4/6/2017,93.900002,94.300003,93.75,93.849998,93.849998,119
4/7/2017,93,94.300003,93,94.050003,94.050003,16416
4/10/2017,94,94,93.449997,93.449997,93.449997,2947
4/11/2017,94.050003,94.199997,93.800003,94.199997,94.199997,204
4/12/2017,93.900002,93.900002,93.300003,93.550003,93.550003,288
4/13/2017,91,93.699997,91,93.050003,93.050003,573
4/17/2017,93,93.349998,92.949997,93.199997,93.199997,593
4/18/2017,93.099998,94,92.900002,92.900002,92.900002,1616
4/19/2017,92,93.25,92,92.800003,92.800003,1376
4/20/2017,93.099998,95.099998,92.400002,92.849998,92.849998,373
4/21/2017,93.300003,93.550003,92.5,92.5,92.5,171
4/24/2017,94,94,92.699997,93.699997,93.699997,934
4/25/2017,93.550003,94.849998,93.550003,94.5,94.5,398
4/26/2017,94.550003,95.400002,94.550003,95.099998,95.099998,631
4/27/2017,95,95.300003,94.849998,94.849998,94.849998,142
4/28/2017,95,95,94.400002,94.599998,94.599998,1278
5/2/2017,94.550003,95.330002,94.400002,94.839996,94.839996,449
5/3/2017,96,96,94.800003,94.910004,94.910004,3000
5/4/2017,95,95.360001,94.849998,95.089996,95.089996,593
5/5/2017,95.120003,95.120003,94.099998,94.400002,94.400002,3319
5/8/2017,94,95.099998,94,94.639999,94.639999,481
5/9/2017,94.849998,95.089996,94.690002,94.75,94.75,421
5/10/2017,95.150002,95.720001,95.150002,95.449997,95.449997,1110
5/11/2017,95.650002,96.199997,95.650002,95.690002,95.690002,620
5/12/2017,95.760002,96.150002,95.5,95.699997,95.699997,260
5/15/2017,96,96,95.75,96,96,551
5/16/2017,96.699997,97.010002,96.199997,96.889999,96.889999,674
5/17/2017,96.25,97,96.25,97,97,319
5/18/2017,96.550003,96.699997,95.849998,96.029999,96.029999,1536
5/19/2017,96.93,96.93,95.529999,96,96,1698
5/22/2017,96.150002,96.669998,96,96.010002,96.010002,581
5/23/2017,95.849998,96.010002,95.449997,95.669998,95.669998,1594
5/24/2017,95.510002,96.160004,95.099998,95.139999,95.139999,1323
5/25/2017,95.93,96.650002,95.540001,96.559998,96.559998,589
5/26/2017,97,97.599998,96.949997,97.580002,97.580002,956
5/29/2017,97.199997,98.050003,97.199997,97.589996,97.589996,882
5/30/2017,98,98,97.559998,97.75,97.75,4252
5/31/2017,97.800003,98.279999,97.769997,98.099998,98.099998,1304
6/1/2017,97.800003,98.099998,97.709999,97.769997,97.769997,864
6/2/2017,97.580002,98.239998,97.580002,98.209999,98.209999,872
6/5/2017,98,99.050003,98,98.400002,98.400002,1283
6/6/2017,98.879997,98.879997,98.190002,98.300003,98.300003,423
6/7/2017,98.300003,98.860001,98.139999,98.169998,98.169998,907
6/8/2017,98.699997,98.809998,98.300003,98.389999,98.389999,791
6/9/2017,98.349998,98.550003,97.959999,98.550003,98.550003,521
6/12/2017,98,98.349998,97.849998,97.849998,97.849998,335
6/13/2017,98.449997,98.449997,98,98.019997,98.019997,847
6/14/2017,98.099998,98.370003,97.690002,98.370003,98.370003,12444
6/15/2017,98.309998,98.309998,97.699997,97.940002,97.940002,3994
6/16/2017,97.940002,98.239998,97.68,97.790001,97.790001,498
6/19/2017,97.650002,98.75,97.650002,98.75,98.75,1718
6/20/2017,98.75,98.919998,98.540001,98.769997,98.769997,15500
6/21/2017,99,99,98.199997,98.349998,98.349998,15323
6/22/2017,98.349998,98.919998,98.150002,98.25,98.25,284
6/23/2017,98,98.209999,97.699997,97.800003,97.800003,15396
6/27/2017,97,98,97,97,97,893
6/28/2017,97.120003,97.190002,96.900002,97,97,25194
6/29/2017,97.900002,97.970001,97.199997,97.290001,97.290001,447
6/30/2017,96,97.199997,96,97.199997,97.199997,679
7/3/2017,97.989998,98.470001,97.599998,98.300003,98.300003,1952
7/4/2017,98.300003,98.349998,98.300003,98.349998,98.349998,75
7/5/2017,98.050003,98.599998,98.050003,98.449997,98.449997,314
7/6/2017,98.400002,98.949997,98.400002,98.690002,98.690002,15405
7/7/2017,98.650002,98.790001,98.480003,98.540001,98.540001,444
7/10/2017,98.300003,100,98.25,99.599998,99.599998,2361
7/11/2017,99.599998,100.5,99.599998,99.919998,99.919998,472
7/12/2017,100.5,100.5,99.919998,100.139999,100.139999,15102
7/13/2017,100,101,100,100.75,100.75,41031
7/14/2017,101,101,100.620003,100.839996,100.839996,15522
7/17/2017,100.949997,101.699997,100.900002,101.339996,101.339996,16563
7/18/2017,100,101.199997,100,100.629997,100.629997,589
7/19/2017,100.599998,101.400002,100.599998,101.220001,101.220001,1169
7/20/2017,101.75,101.75,100.900002,101.279999,101.279999,26024
7/21/2017,101.050003,101.699997,101,101.32,101.32,472
7/24/2017,101,102.050003,101,101.949997,101.949997,15663
7/25/2017,101.940002,102.110001,101.790001,101.949997,101.949997,381
7/26/2017,101.849998,102.449997,101.849998,102.220001,102.220001,755
7/27/2017,102.220001,103.620003,102.220001,102.650002,102.650002,737
7/28/2017,101,102.93,101,102.730003,102.730003,2343
7/31/2017,102.650002,103.489998,102.650002,103.07,103.07,810
8/1/2017,103.68,103.68,103.029999,103.470001,103.470001,427
8/2/2017,103,103.599998,103,103.18,103.18,957
8/3/2017,103.699997,103.699997,102.610001,102.690002,102.690002,1625
8/4/2017,102.449997,102.879997,102.239998,102.879997,102.879997,190
8/7/2017,102.800003,103.529999,102.800003,103,103,812
8/8/2017,102.849998,102.849998,102.110001,102.519997,102.519997,498
8/9/2017,101.989998,102,101.25,101.330002,101.330002,857
8/10/2017,101.199997,101.599998,100.190002,100.68,100.68,630
8/11/2017,100.599998,100.599998,99,99.5,99.5,2162
8/14/2017,99.5,100.760002,99.5,100.269997,100.269997,818
8/16/2017,100,101.639999,99.949997,101.099998,101.099998,967
8/17/2017,102,102,101.019997,101.480003,101.480003,726
8/18/2017,101.150002,101.230003,100.199997,100.699997,100.699997,930
8/21/2017,101.550003,101.559998,99.849998,99.860001,99.860001,1285
8/22/2017,100.550003,100.870003,100,100.150002,100.150002,956
8/23/2017,100.300003,100.989998,100.120003,100.629997,100.629997,166
8/24/2017,100.900002,101.370003,100.779999,101.019997,101.019997,1254
8/28/2017,100,101.849998,100,101.440002,101.440002,1191
8/29/2017,101,101.099998,100.309998,100.449997,100.449997,540
8/30/2017,100,101.589996,100,101.160004,101.160004,1006
8/31/2017,101.25,101.5,100.959999,101.349998,101.349998,249
9/1/2017,101.349998,102.300003,101.349998,102.300003,102.300003,1458
9/4/2017,102.199997,102.199997,101,101.480003,101.480003,1098
9/5/2017,102,102.099998,101.43,101.889999,101.889999,552
9/6/2017,101.290001,102,101.239998,101.419998,101.419998,522
9/7/2017,102.099998,102.25,101.540001,101.650002,101.650002,245
9/8/2017,101,102.199997,101,101.650002,101.650002,762
9/11/2017,100,102.849998,100,102.400002,102.400002,16406
9/12/2017,103,103.339996,102.709999,103.300003,103.300003,953
9/13/2017,103,103.900002,103,103.199997,103.199997,1106
9/14/2017,103,103.849998,103,103.309998,103.309998,643
9/15/2017,103.220001,103.5,102.82,103.169998,103.169998,701
9/18/2017,102.25,104.540001,102.25,103.949997,103.949997,1270
9/19/2017,103.949997,104.379997,103.75,103.849998,103.849998,1461
9/20/2017,103,104.5,103,104,104,595
9/21/2017,104,104.199997,103.239998,103.720001,103.720001,366
9/22/2017,102.839996,103.099998,102.150002,102.540001,102.540001,556
9/25/2017,100.550003,102,100.550003,101.459999,101.459999,1147
9/26/2017,101.5,101.5,100.800003,101.400002,101.400002,504
9/27/2017,102,102,100.150002,100.349998,100.349998,3858
9/28/2017,102.5,105,99.519997,100.309998,100.309998,1243
9/29/2017,101.419998,101.440002,100.410004,100.410004,100.410004,467
10/3/2017,101.260002,101.470001,100.709999,100.919998,100.919998,1468
10/4/2017,100.919998,101.989998,100.919998,101.589996,101.589996,958
10/5/2017,101.75,101.75,101.230003,101.260002,101.260002,463
10/6/2017,101,102.5,101,102.349998,102.349998,757
10/9/2017,102.349998,102.690002,102.349998,102.349998,102.349998,1172
10/10/2017,102.550003,103,102.419998,102.57,102.57,829
10/11/2017,103,103.370003,102.150002,102.18,102.18,938
10/12/2017,102,103.239998,102,103.239998,103.239998,786
10/13/2017,104.099998,104.400002,103.900002,104.07,104.07,608
10/16/2017,100,105,98.339996,104.75,104.75,1102
10/17/2017,99.519997,105.290001,99.519997,104.589996,104.589996,544
10/18/2017,104.800003,105,104.25,104.559998,104.559998,509
10/19/2017,105,105,104.150002,104.449997,104.449997,311
10/23/2017,104,104.879997,103.599998,104.019997,104.019997,2243
10/24/2017,104.599998,105,104.400002,104.459999,104.459999,357
10/25/2017,105,105.860001,104.779999,105.449997,105.449997,1858
10/26/2017,105,105.900002,105,105.82,105.82,1256
10/27/2017,105.830002,106.300003,105.529999,105.650002,105.650002,633
10/30/2017,104,106.699997,104,106.089996,106.089996,2096
10/31/2017,105,106.519997,105,106.25,106.25,707
11/1/2017,106,107.400002,106,106.889999,106.889999,1059
11/2/2017,106,107.449997,106,106.900002,106.900002,528
11/3/2017,107.120003,107.120003,106.849998,107.120003,107.120003,1114
11/6/2017,107.199997,107.779999,106.809998,107,107,547
11/7/2017,107,107.82,106.010002,106.010002,106.010002,1916
11/8/2017,106.449997,106.540001,105.699997,105.699997,105.699997,632
11/9/2017,105,106.629997,105,105.550003,105.550003,1163
11/10/2017,105.699997,106,105.300003,105.540001,105.540001,569
11/13/2017,106,106,104.75,104.75,104.75,4159
11/14/2017,105,105.029999,104.470001,104.599998,104.599998,585
11/15/2017,104.5,104.5,103.550003,104,104,734
11/16/2017,103.739998,105.059998,103.739998,104.830002,104.830002,251
11/17/2017,104,106.410004,104,105.900002,105.900002,2776
11/20/2017,105,105.830002,105,105.449997,105.449997,1780
11/21/2017,105.400002,106.5,105.400002,105.949997,105.949997,969
11/22/2017,105.900002,106.25,105.800003,106,106,1161
11/23/2017,106,106.57,105.629997,105.989998,105.989998,621
11/24/2017,105,106.800003,105,106.559998,106.559998,547
11/27/2017,103.68,106.599998,100,106.519997,106.519997,2041
11/28/2017,106.75,106.900002,104,106.190002,106.190002,1506
11/29/2017,105,106.849998,105,106.209999,106.209999,269
11/30/2017,105.870003,105.959999,104.75,104.989998,104.989998,679
12/1/2017,104.949997,105.349998,103.849998,104,104,1659
12/4/2017,104,104.139999,103.82,103.82,103.82,1370
12/5/2017,103.800003,104.650002,103.25,103.699997,103.699997,387
12/6/2017,105,105,103,103,103,1210
12/7/2017,103.900002,104.190002,103.379997,104,104,1501
12/8/2017,104.800003,107,104.660004,105.190002,105.190002,2086
12/11/2017,100,106.150002,100,105.5,105.5,641
12/12/2017,104.900002,105.639999,104.900002,105,105,355
12/13/2017,105,105.809998,104.32,104.339996,104.339996,553
12/14/2017,100,105.190002,100,105.190002,105.190002,819
12/15/2017,105,106.599998,105,106.010002,106.010002,2169
12/18/2017,104.400002,107.279999,104.400002,106.43,106.43,7112
12/19/2017,106.400002,107.510002,106.400002,107.18,107.18,1481
12/20/2017,107.5,107.849998,107,107.220001,107.220001,749
12/21/2017,107.400002,107.449997,106.860001,107.089996,107.089996,367
12/22/2017,107.089996,107.980003,107.089996,107.599998,107.599998,990
12/26/2017,105,108.010002,105,108,108,1445
12/27/2017,107.959999,108.5,107.370003,107.440002,107.440002,954
12/28/2017,107,108,107,107.290001,107.290001,705
12/29/2017,105,108.199997,105,107.839996,107.839996,1282
1/1/2018,105,108.410004,105,107.019997,107.019997,1017
1/2/2018,105,107.790001,105,107.5,107.5,1208
1/3/2018,107.5,107.629997,106.970001,107.029999,107.029999,974
1/4/2018,107.309998,107.75,107.220001,107.650002,107.650002,399
1/5/2018,108,108.550003,107.949997,108.120003,108.120003,408
1/8/2018,108,109.269997,108,108.809998,108.809998,2483
1/9/2018,108.809998,109.349998,108.699997,108.989998,108.989998,1360
1/10/2018,109.400002,109.519997,108.75,109,109,536
1/11/2018,110,110,108.82,109.120003,109.120003,1777
1/12/2018,109,109.900002,108.839996,109.480003,109.480003,1094
1/15/2018,109.699997,110.699997,109.480003,110.150002,110.150002,546
1/16/2018,110.629997,110.660004,109.769997,109.790001,109.790001,703
1/17/2018,109.699997,110.5,109.360001,110.5,110.5,1217
1/18/2018,110,111.800003,110,110.480003,110.480003,1390
1/19/2018,111,111.760002,110.949997,111.720001,111.720001,1936
1/22/2018,111.720001,112.550003,111.629997,112.43,112.43,1197
1/23/2018,112.949997,114,112.599998,113.519997,113.519997,1680
1/24/2018,112.949997,114.059998,112.949997,113.610001,113.610001,1800
1/25/2018,113.540001,114.050003,113.099998,113.5,113.5,1829
1/29/2018,113,114.790001,113,114.07,114.07,1423
1/30/2018,113,114.169998,113,113.239998,113.239998,3155
1/31/2018,112,113.410004,112,113.010002,113.010002,2002
2/1/2018,113,114.290001,110,112.889999,112.889999,9229
2/2/2018,112,112.43,110.25,110.68,110.68,1929
2/5/2018,111.610001,111.610001,108.769997,109.849998,109.849998,1559
2/6/2018,106.5,108.57,105.949997,108.290001,108.290001,7910
2/7/2018,109.050003,109.050003,107.5,107.639999,107.639999,939
2/8/2018,108.839996,109.160004,108.300003,108.849998,108.849998,911
2/9/2018,107.370003,107.739998,106.910004,107.330002,107.330002,367
2/12/2018,107.330002,109.75,107.330002,108.589996,108.589996,76010
2/14/2018,108,108.599998,107.650002,107.769997,107.769997,1561
2/15/2018,108.900002,109,108.150002,108.510002,108.510002,1289
2/16/2018,108.889999,108.889999,107.260002,107.260002,107.260002,1392
2/19/2018,107.449997,107.900002,105.93,106.910004,106.910004,2519
2/20/2018,107.279999,107.279999,106.300003,106.379997,106.379997,957
2/21/2018,106.379997,106.970001,106.300003,106.699997,106.699997,2612
2/22/2018,106.699997,106.709999,106.129997,106.610001,106.610001,2474
2/23/2018,107.389999,108.139999,106.900002,108.139999,108.139999,560
2/26/2018,108,109,108,108.629997,108.629997,1205
2/27/2018,109,109,108.25,108.32,108.32,1079
2/28/2018,103.349998,108.300003,103.349998,107.800003,107.800003,1645
3/1/2018,108.199997,108.25,107.379997,107.379997,107.379997,714
3/5/2018,106.860001,107,106.360001,106.790001,106.790001,1019
3/6/2018,105.610001,107.519997,105.610001,106,106,1090
3/7/2018,106,106,104.459999,104.489998,104.489998,1376
3/8/2018,104.800003,105.550003,104.309998,105.269997,105.269997,1258
3/9/2018,105.900002,105.959999,105.089996,105.089996,105.089996,931
3/12/2018,105,107.010002,105,106.940002,106.940002,1150
3/13/2018,105,107.800003,105,107,107,947
3/14/2018,107,107.010002,106.190002,106.970001,106.970001,742
3/15/2018,106.949997,107.160004,106.489998,106.519997,106.519997,4191
3/16/2018,106.309998,106.309998,104.75,105.209999,105.209999,1138
3/19/2018,105,105,103.730003,104.220001,104.220001,2211
3/20/2018,103.800003,104.599998,103.800003,104.279999,104.279999,841
3/21/2018,103,105.360001,103,104.809998,104.809998,10996
3/22/2018,104,105,104,104.110001,104.110001,1871
3/23/2018,103,103.279999,102.599998,103,103,1152
3/26/2018,103,104.529999,102.599998,104.339996,104.339996,1287
3/27/2018,104.339996,105.199997,100,104.730003,104.730003,839
3/28/2018,104,104.639999,104,104.07,104.07,535
4/2/2018,103.5,105.5,102.599998,105.099998,105.099998,1156
4/3/2018,105.440002,105.5,104.660004,105.370003,105.370003,1428
4/4/2018,105.370003,105.910004,104.169998,104.190002,104.190002,457
4/5/2018,104,106.169998,104,106.099998,106.099998,1009
4/6/2018,106.099998,106.470001,105.919998,106.330002,106.330002,818
4/9/2018,106,107.269997,106,106.900002,106.900002,766
4/10/2018,107,107.550003,106.879997,107,107,1577
4/11/2018,107,107.139999,106.599998,107.139999,107.139999,691
4/12/2018,107,107.68,107,107.540001,107.540001,385
4/13/2018,105.550003,108.349998,105,107.949997,107.949997,15204
4/16/2018,107,108.300003,107,108.300003,108.300003,1643
4/17/2018,108.330002,108.849998,108.150002,108.589996,108.589996,569
4/18/2018,108.589996,108.970001,108.209999,108.209999,108.209999,1183
4/19/2018,108,109,108,108.550003,108.550003,4304
4/20/2018,108,108.849998,108,108.699997,108.699997,1147
4/23/2018,108,109.449997,108,108.870003,108.870003,25008
4/24/2018,108,109.370003,108,109.129997,109.129997,11978
4/25/2018,109,109.32,108.470001,108.709999,108.709999,1769
4/26/2018,108,109.290001,108,109.07,109.07,831
4/27/2018,109.5,110.459999,109.5,109.919998,109.919998,1017
4/30/2018,110,110.800003,110,110.43,110.43,1237
5/2/2018,110,114,110,110.209999,110.209999,2194
5/3/2018,112,114,109.639999,110.040001,110.040001,888
5/4/2018,109.669998,109.769997,109.07,109.190002,109.190002,1207
5/7/2018,109.949997,110.110001,109.519997,110.110001,110.110001,922
5/8/2018,110.110001,110.830002,110.110001,110.139999,110.139999,651
5/9/2018,110,111.029999,110,110.459999,110.459999,2330
5/10/2018,110,111.099998,110,110.230003,110.230003,864
5/11/2018,100,111.550003,100,111.160004,111.160004,1960
5/14/2018,110,111.82,110,111.110001,111.110001,1281
5/15/2018,111.82,112.779999,111,111.120003,111.120003,2448
5/16/2018,111,111,108,110.519997,110.519997,1508
5/17/2018,108,111,108,109.730003,109.730003,1508
5/18/2018,109.57,109.940002,109,109.389999,109.389999,7530
5/21/2018,108,109.410004,105.599998,108.209999,108.209999,2351
5/22/2018,108.209999,108.989998,108.110001,108.410004,108.410004,528
5/23/2018,108.370003,108.440002,107.199997,107.370003,107.370003,619
5/24/2018,107,108.169998,107,108.169998,108.169998,1126
5/25/2018,106,109.239998,106,109.029999,109.029999,630
5/28/2018,105,110.269997,105,110.190002,110.190002,1493
5/29/2018,110,110.5,109.550003,109.550003,109.550003,1079
5/30/2018,109.5,109.5,108.919998,109.309998,109.309998,953
5/31/2018,109.839996,111,109.349998,110.599998,110.599998,1265
6/1/2018,110,111,110,110.470001,110.470001,633
6/4/2018,110.599998,110.599998,109.57,109.919998,109.919998,1635
6/5/2018,109.449997,109.690002,108.959999,109.300003,109.300003,579
6/6/2018,109.239998,110.589996,109.239998,110.110001,110.110001,2467
6/7/2018,110,111.449997,110,111.029999,111.029999,1266
6/8/2018,110.599998,111.449997,110.5,111,111,1563
6/11/2018,100,112,100,111.279999,111.279999,1000
6/12/2018,110.550003,112,110.550003,111.919998,111.919998,1021
6/13/2018,112,112.5,111.760002,111.919998,111.919998,489
6/14/2018,111.519997,111.949997,111.129997,111.279999,111.279999,609
6/15/2018,111.620003,112.160004,111.059998,111.709999,111.709999,491
6/18/2018,100,111.959999,100,111.419998,111.419998,820
6/19/2018,111.370003,111.470001,110.599998,110.970001,110.970001,2377
6/20/2018,110.970001,111.489998,110.709999,111.160004,111.160004,1664
6/21/2018,111.139999,111.650002,110.400002,110.779999,110.779999,701
6/22/2018,111,111.5,110.699997,111.5,111.5,1332
6/25/2018,111,112.150002,111,111.040001,111.040001,1217
6/26/2018,111,111.610001,111,111.099998,111.099998,1102
6/27/2018,111,111.5,110.150002,110.220001,110.220001,1088
6/28/2018,110.400002,110.5,109.199997,109.410004,109.410004,803
6/29/2018,109.489998,110.68,109.489998,110.650002,110.650002,761
7/2/2018,110,110.519997,109.620003,110.089996,110.089996,633
7/3/2018,110.75,114,109.550003,110.5,110.5,1117
7/4/2018,110.379997,111.25,110.379997,111.25,111.25,513
7/5/2018,111,111.620003,110.910004,111.050003,111.050003,1750
7/6/2018,111.5,112.099998,110,111.220001,111.220001,1077
7/9/2018,111,114.050003,111,111.760002,111.760002,2021
7/10/2018,111.550003,113.5,111.550003,113.190002,113.190002,1534
7/11/2018,113.419998,113.540001,112,113.510002,113.510002,765
7/12/2018,112.550003,114.620003,110.099998,112.18,112.18,1854
7/13/2018,113.900002,114.5,113.730003,113.779999,113.779999,1114
7/16/2018,113,113.900002,113,113.620003,113.620003,1994
7/17/2018,113.75,113.800003,113.18,113.790001,113.790001,858
7/18/2018,113,114.449997,113,113.529999,113.529999,833
7/19/2018,113,113.790001,113,113.489998,113.489998,1503
7/20/2018,114,114.099998,113.650002,114.010002,114.010002,613
7/23/2018,114,115,114,114.690002,114.690002,809
7/24/2018,115,115.699997,114.860001,115.18,115.18,834
7/25/2018,114.550003,115.75,114.550003,115.019997,115.019997,1348
7/26/2018,115.300003,116.080002,115.089996,115.629997,115.629997,762
7/27/2018,114.550003,117.160004,114.550003,116.870003,116.870003,978
7/30/2018,116,117.370003,116,117.150002,117.150002,1173
7/31/2018,117,117.550003,116.75,117.419998,117.419998,3088
8/1/2018,117.669998,117.900002,117.309998,117.580002,117.580002,1892
8/2/2018,117,117,116.43,116.43,116.43,777
8/3/2018,116.349998,117.809998,116.349998,117.589996,117.589996,2629
8/6/2018,117.5,118.419998,117.5,117.860001,117.860001,1408
8/7/2018,118.099998,118.400002,117.629997,117.959999,117.959999,809
8/8/2018,118,118.699997,117.790001,118.510002,118.510002,509
8/9/2018,118,119,118,118.660004,118.660004,712
8/10/2018,118,118.660004,118,118.199997,118.199997,500
8/13/2018,118,118.5,117.480003,117.57,117.57,2225
8/14/2018,117,118.580002,117,118.5,118.5,936
8/16/2018,118,118.900002,117.910004,118.260002,118.260002,760
8/17/2018,118,119,118,118.769997,118.769997,1092
8/20/2018,118,119.989998,118,119.620003,119.620003,2107
8/21/2018,119.5,120.349998,119.5,120.230003,120.230003,3698
8/23/2018,119,120.220001,119,120,120,859
8/24/2018,120,120.540001,119.610001,119.610001,119.610001,808
8/27/2018,119.599998,121.389999,119.599998,121.129997,121.129997,1605
8/28/2018,121.919998,122,121.43,122,122,574
8/29/2018,121.699997,122,121.150002,121.5,121.5,3518
8/30/2018,121,121.25,120.769997,121.050003,121.050003,1803
8/31/2018,121,121.870003,120.68,120.980003,120.980003,1592
9/3/2018,122.449997,122.449997,119.5,119.760002,119.760002,808
9/4/2018,119.760002,120.489998,119.360001,119.410004,119.410004,1319
9/5/2018,119,119.800003,118.18,119.080002,119.080002,2059
9/6/2018,119.690002,120,118.660004,119.559998,119.559998,489
9/7/2018,119.93,120.540001,119.510002,120.230003,120.230003,719
9/10/2018,119.760002,119.760002,118.540001,118.769997,118.769997,1383
9/11/2018,118,119.07,116.989998,117.190002,117.190002,1412
9/12/2018,117,118.330002,116.709999,118.07,118.07,1113
9/14/2018,117.970001,119.510002,117.970001,119.459999,119.459999,1109
9/17/2018,119.5,119.5,118.199997,118.300003,118.300003,754
9/18/2018,118.190002,118.470001,117,117.07,117.07,420
9/19/2018,117,117.68,116.309998,116.580002,116.580002,761
9/21/2018,116,117.989998,114.239998,115.709999,115.709999,2371
9/24/2018,115,115.690002,113.370003,113.839996,113.839996,3001
9/25/2018,113.410004,115.209999,113.019997,114.910004,114.910004,1633
9/26/2018,115.419998,115.419998,114.110001,114.610001,114.610001,635
9/27/2018,115.050003,115.050003,113.860001,114.010002,114.010002,11757
9/28/2018,114,114.769997,112.099998,113.620003,113.620003,653
10/1/2018,114,114.080002,110.550003,113.959999,113.959999,959
10/3/2018,113,114.220001,112.510002,112.93,112.93,1114
10/4/2018,113,113,109.669998,109.699997,109.699997,4372
10/5/2018,109,109.519997,106.980003,107.849998,107.849998,2324
10/8/2018,107,107.839996,106,107.129997,107.129997,1571
10/9/2018,107,107.849998,106.589996,107.239998,107.239998,1856
10/10/2018,105.550003,108.910004,105.550003,108.730003,108.730003,1438
10/11/2018,106.220001,107.370003,105.690002,106.510002,106.510002,2437
10/12/2018,105,109,105,108.720001,108.720001,1295
10/15/2018,106.25,109.040001,106.25,109.019997,109.019997,5606
10/16/2018,109.959999,110.07,109.589996,109.699997,109.699997,402
10/17/2018,110,110.559998,108.639999,109.120003,109.120003,1777
10/19/2018,108,108,106.400002,106.839996,106.839996,1006
10/22/2018,107,108,105,106.440002,106.440002,2604
10/23/2018,105.940002,106.199997,105,105.239998,105.239998,1744
10/24/2018,107,107,105.029999,106.059998,106.059998,811
10/25/2018,106,106,104.690002,105.099998,105.099998,1574
10/26/2018,105,105.269997,104.010002,104.290001,104.290001,1891
10/29/2018,104,105.870003,104,105.870003,105.870003,1147
10/30/2018,106.5,107.099998,105.769997,106.019997,106.019997,587
10/31/2018,106.019997,107.800003,105.300003,107.709999,107.709999,516
11/1/2018,107.75,108.379997,107.400002,107.870003,107.870003,970
11/2/2018,107,110.059998,107,109.839996,109.839996,2636
11/5/2018,108.5,109.699997,108.5,109.059998,109.059998,638
11/6/2018,109.459999,110.18,109.040001,109.279999,109.279999,697
11/7/2018,110,110,110,110,110,353
11/9/2018,110,110.419998,109.580002,109.910004,109.910004,665
11/12/2018,109,110.550003,109,109.07,109.07,1600
11/13/2018,109,110,108.559998,109.860001,109.860001,1448
